Rank,Name,company,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1165,Mario Bros.,Sony,2600,1982,Platform,Atari,1.48,0.09,0,0.02,1.59
1166,Pro Evolution Soccer 2008,Microsoft,PS3,2007,Sports,Konami Digital Entertainment,0.04,1.1,0.32,0.13,1.59
1167,SoulCalibur IV,Microsoft,X360,2008,Fighting,Ubisoft,0.92,0.44,0.07,0.15,1.59
1168,LEGO Harry Potter: Years 1-4,Sony,X360,2010,Action,Warner Bros. Interactive Entertainment,0.95,0.5,0,0.14,1.59
1169,NASCAR 2000,Sony,PS,1999,Racing,Electronic Arts,0.88,0.6,0,0.1,1.59
1170,Wolfenstein: The New Order,Nintendo,PS4,2014,Shooter,Bethesda Softworks,0.47,0.8,0.03,0.29,1.58
1171,Carnival Games: Mini Golf,Nintendo,Wii,2008,Sports,Take-Two Interactive,0.87,0.56,0,0.15,1.58
1172,Guitar Hero: On Tour Decades,Nintendo,DS,2008,Misc,Activision,0.85,0.58,0,0.16,1.58
1173,MySims Kingdom,Sony,DS,2008,Simulation,Electronic Arts,0.81,0.6,0.01,0.17,1.58
1174,Jampack Summer 2K,Microsoft,PS,2000,Misc,Sony Computer Entertainment,0.88,0.6,0,0.1,1.58
1175,Need for Speed: Most Wanted,Nintendo,X360,2012,Racing,Electronic Arts,0.62,0.8,0.01,0.15,1.58
1176,Guitar Hero 5,Nintendo,Wii,2009,Misc,Activision,0.94,0.49,0,0.15,1.58
1177,High School Musical 3: Senior Year,Nintendo,DS,2008,Misc,Disney Interactive Studios,0.64,0.76,0,0.17,1.58
1178,Kingdom Hearts 3D: Dream Drop Distance,Nintendo,3DS,2012,Action,Square Enix,0.88,0.26,0.34,0.09,1.58
1179,Hannah Montana: Music Jam,Nintendo,DS,2007,Action,Disney Interactive Studios,1.06,0.37,0,0.15,1.58
1180,Pokemon Mystery Dungeon: Explorers of Sky,Nintendo,DS,2009,Role-Playing,Nintendo,0.58,0.44,0.44,0.12,1.58
1181,Spyro 2: Season of Flame,Sony,GBA,2002,Platform,Vivendi Games,0.85,0.65,0,0.08,1.58
1182,Pro Evolution Soccer 2010,Sony,PS2,2009,Sports,Konami Digital Entertainment,0.1,0.18,0.12,1.16,1.57
1183,NCAA Football 2002,Sony,PS2,2001,Sports,Electronic Arts,0.77,0.6,0,0.2,1.57
1184,Conflict: Desert Storm,Nintendo,PS2,2002,Shooter,Gotham Games,0.98,0.53,0,0.06,1.57
1185,Mario Party 7,Sony,GC,2005,Misc,Nintendo,0.95,0.11,0.46,0.04,1.57
1186,Pro Evolution Soccer 2013,Sony,PS3,2012,Sports,Konami Digital Entertainment,0.18,0.64,0.49,0.25,1.56
1187,Smuggler's Run,Sony,PS2,2000,Racing,Take-Two Interactive,0.77,0.6,0,0.2,1.56
1188,Fight Night Round 3,Nintendo,PS2,2006,Fighting,Electronic Arts,1.07,0.4,0,0.1,1.56
1189,Donkey Kong Classics,Sony,NES,1988,Platform,Nintendo,0.59,0.14,0.81,0.02,1.56
1190,Twisted Metal,Sony,PS,1995,Action,Sony Computer Entertainment,1.32,0.19,0,0.05,1.56
1191,Dark Souls III,Nintendo,PS4,2016,Role-Playing,Namco Bandai Games,0.58,0.44,0.33,0.21,1.56
1192,Final Fight,Nintendo,SNES,1990,Action,Capcom,0.67,0.17,0.69,0.03,1.56
1193,Dragon Quest Monsters 2,Nintendo,GB,2001,Role-Playing,Enix Corporation,0,0,1.56,0,1.56
1194,Pokemon Pinball: Ruby & Sapphire,Sony,GBA,2003,Misc,Nintendo,0.68,0.38,0.44,0.05,1.56
1195,LEGO Marvel Super Heroes,Microsoft,PS4,2013,Action,Warner Bros. Interactive Entertainment,0.59,0.75,0.01,0.21,1.56
1196,Mafia II,Sony,X360,2010,Action,Take-Two Interactive,0.84,0.56,0,0.15,1.55
1197,Dishonored,Sony,PS3,2012,Action,Bethesda Softworks,0.72,0.54,0.04,0.25,1.55
1198,Stuntman,Microsoft,PS2,2002,Racing,Atari,0.76,0.59,0,0.2,1.55
1199,Tom Clancy's Rainbow Six 3,Nintendo,XB,2003,Shooter,Ubisoft,0.91,0.57,0,0.07,1.55
1200,Active Life: Outdoor Challenge,Sony,Wii,2008,Sports,Atari,0.79,0.44,0.19,0.14,1.55
1201,BioShock 2,Nintendo,PS3,2010,Shooter,Take-Two Interactive,0.85,0.47,0.02,0.22,1.55
1202,007: The World is not Enough,Sony,N64,2000,Action,Electronic Arts,1.13,0.38,0.02,0.03,1.55
1203,Spider-Man 2: Enter: Electro,Microsoft,PS,2001,Action,Activision,0.57,0.87,0.02,0.09,1.55
1204,Watch Dogs,Sony,XOne,2014,Action,Ubisoft,0.9,0.53,0,0.13,1.55
1205,Star Wars: The Force Unleashed II,Sony,PS3,2010,Action,LucasArts,0.8,0.53,0,0.22,1.55
1206,Ni no Kuni: Wrath of the White Witch,PC,PS3,2011,Role-Playing,Namco Bandai Games,0.6,0.51,0.21,0.23,1.55
1207,Command & Conquer: Tiberian Sun,Nintendo,PC,1999,Strategy,Westwood Studios,1.55,0,0,0,1.55
1208,LEGO Battles: Ninjago,Nintendo,DS,2011,Strategy,Warner Bros. Interactive Entertainment,1.07,0.36,0,0.12,1.55
1209,Mario Party 10,Microsoft,WiiU,2015,Misc,Nintendo,0.69,0.5,0.24,0.11,1.55
1210,Dead Rising 3,Nintendo,XOne,2013,Action,Microsoft Game Studios,1.06,0.35,0.01,0.12,1.54
1211,Resident Evil: The Umbrella Chronicles,Nintendo,Wii,2007,Action,Capcom,0.68,0.43,0.29,0.14,1.54
1212,Fire Emblem Fates,Sony,3DS,2015,Role-Playing,Nintendo,0.71,0.22,0.52,0.1,1.54
1213,Dark Cloud,PC,PS2,2000,Role-Playing,Sony Computer Entertainment,0.83,0.44,0.08,0.19,1.54
1214,Warcraft III: The Frozen Throne,Microsoft,PC,2003,Strategy,Activision,0.58,0.87,0,0.09,1.54
1215,Tom Clancy's Ghost Recon Advanced Warfighter,Nintendo,X360,2006,Shooter,Ubisoft,1.4,0.02,0.02,0.1,1.54
1216,Disney Fairies: Tinker Bell,Sony,DS,2008,Adventure,Disney Interactive Studios,0.86,0.52,0.01,0.15,1.54
1217,MVP Baseball 2005,Sony,PS2,2005,Sports,Electronic Arts,1.26,0.07,0,0.21,1.54
1218,Die Hard Trilogy,PC,PS,1996,Shooter,Fox Interactive,0.85,0.58,0,0.1,1.54
1219,Call of Duty: Black Ops II,Sony,PC,2012,Shooter,Activision,0.63,0.69,0,0.21,1.53
1220,Fight Night Round 4,Nintendo,PS3,2009,Fighting,Electronic Arts,0.92,0.41,0,0.21,1.53
1221,MySims Kingdom,Nintendo,Wii,2008,Simulation,Electronic Arts,0.71,0.65,0.01,0.17,1.53
1222,The Simpsons Game,Nintendo,DS,2007,Action,Electronic Arts,0.57,0.79,0,0.17,1.53
1223,Mortal Kombat 3,Sony,SNES,1994,Fighting,Acclaim Entertainment,1.19,0.29,0,0.05,1.53
1224,NFL GameDay 99,Nintendo,PS,1998,Sports,989 Studios,1.44,0.05,0,0.04,1.53
1225,Call of Duty: Modern Warfare: Reflex Edition,Microsoft,Wii,2009,Shooter,Activision,0.95,0.43,0,0.14,1.53
1226,FIFA 17,Nintendo,XOne,2016,Sports,Electronic Arts,0.17,1.26,0,0.1,1.53
1227,Mario Golf: Toadstool Tour,Sony,GC,2003,Sports,Nintendo,1.09,0.15,0.25,0.04,1.53
1228,Tiger Woods 99 PGA Tour Golf,Nintendo,PS,1997,Sports,Electronic Arts,0.85,0.58,0,0.1,1.53
1229,Donkey Kong Country: Tropical Freeze,Microsoft,WiiU,2014,Platform,Nintendo,0.73,0.52,0.15,0.12,1.52
1230,Dead Space 2,Sony,X360,2011,Shooter,Electronic Arts,0.94,0.45,0,0.13,1.52
1231,Sonic Rivals 2,Sony,PSP,2007,Racing,Sega,0.44,0.69,0,0.39,1.52
1232,Knockout Kings,Sony,PS,1997,Fighting,Electronic Arts,1.07,0.39,0,0.06,1.52
1233,The Simpsons Skateboarding,Sony,PS2,2002,Sports,Electronic Arts,0.36,0.9,0,0.27,1.52
1234,NASCAR 98,Nintendo,PS,1996,Racing,Electronic Arts,1.43,0.05,0,0.04,1.52
1235,F1 Race,Nintendo,NES,1984,Racing,Nintendo,0,0,1.52,0,1.52
1236,Xevious,Sony,NES,1984,Shooter,Namco Bandai Games,0.18,0.06,1.27,0.01,1.52
1237,NASCAR 99,Sony,PS,1998,Racing,Electronic Arts,1.45,0.04,0,0.04,1.52
1238,NBA Live 2000,Sony,PS,1998,Sports,Electronic Arts,1.43,0.05,0,0.03,1.52
1239,Mafia II,Sony,PS3,2010,Action,Take-Two Interactive,0.5,0.72,0.04,0.26,1.52
1240,Call of Duty 3,Nintendo,PS3,2006,Shooter,Activision,0.6,0.63,0.03,0.26,1.52
1241,Super Monkey Ball 2,Sony,GC,2002,Puzzle,Atari,1.11,0.31,0.06,0.04,1.52
1242,Pac-Man World 2,Microsoft,PS2,2002,Action,Namco Bandai Games,1.26,0.05,0,0.21,1.51
1243,Madden NFL 15,Nintendo,XOne,2014,Sports,Electronic Arts,1.3,0.09,0,0.12,1.51
1244,Sonic & Sega All-Stars Racing,Microsoft,Wii,2010,Racing,Sega,0.65,0.71,0,0.15,1.51
1245,LEGO Star Wars III: The Clone Wars,PC,X360,2011,Action,LucasArts,0.84,0.54,0,0.13,1.51
1246,Football Manager 2012,Nintendo,PC,2011,Sports,Sega,0.02,1.16,0,0.34,1.51
1247,Puzzle & Dragons,Nintendo,3DS,2013,Role-Playing,GungHo,0,0,1.51,0,1.51
1248,Mega Man 2,Sony,NES,1988,Action,Capcom,0.93,0.15,0.42,0.01,1.51
1249,Simpsons Wrestling,Sony,PS,2001,Fighting,Electronic Arts,0.23,1.16,0,0.11,1.51
1250,NBA Live 98,Sony,PS,1997,Sports,Electronic Arts,1.41,0.06,0,0.04,1.51
1251,The Simpsons Game,Sony,PS2,2007,Action,Electronic Arts,0.35,0.03,0,1.13,1.51
1252,Monopoly,Nintendo,PS,1997,Misc,Hasbro Interactive,1.18,0.27,0,0.05,1.51
1253,SoulCalibur II,Sony,GC,2003,Fighting,Namco Bandai Games,0.99,0.32,0.11,0.08,1.5
1254,Resistance 3,Sony,PS3,2011,Shooter,Sony Computer Entertainment,0.64,0.58,0.05,0.23,1.5
1255,Tokyo Xtreme Racer Zero,PC,PS2,2000,Racing,Crave Entertainment,0.66,0.52,0.15,0.17,1.5
1256,Final Fantasy XIV: A Realm Reborn,Sony,PC,2010,Role-Playing,Square Enix,0.86,0.48,0,0.17,1.5
1257,NFL Blitz,Sony,PS,1998,Sports,Midway Games,1.41,0.05,0,0.04,1.5
1258,Red Faction II,Nintendo,PS2,2002,Shooter,THQ,0.49,0.78,0,0.23,1.5
1259,Super Scribblenauts,Sony,DS,2010,Puzzle,Warner Bros. Interactive Entertainment,1.08,0.31,0,0.11,1.5
1260,Madden NFL 2001,Nintendo,PS2,2000,Sports,Electronic Arts,1.19,0.07,0.05,0.2,1.5
1261,WWF No Mercy,Nintendo,N64,2000,Fighting,THQ,1.2,0.27,0.02,0.02,1.5
1262,Ice Climber,Sega,NES,1985,Platform,Nintendo,0.46,0.1,0.92,0.02,1.5
1263,Sonic CD,Nintendo,SCD,1993,Platform,Sega,1,0.36,0.09,0.05,1.5
1264,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,Microsoft,NES,1986,Platform,Hudson Soft,0,0,1.5,0,1.5
1265,Dead Rising 2,Sony,X360,2010,Action,Capcom,0.75,0.53,0.09,0.12,1.5
1266,Rock Band 2,Sony,PS3,2008,Misc,MTV Games,1.13,0.2,0,0.16,1.5
1267,Pac-Man World,Nintendo,PS,1998,Action,Namco Bandai Games,1.21,0.14,0.1,0.04,1.5
1268,Disney Sing It: Pop Hits,Nintendo,Wii,2009,Misc,Disney Interactive Studios,1.08,0.28,0,0.13,1.49
1269,Final Fantasy: Crystal Chronicles,Microsoft,GC,2003,Role-Playing,Nintendo,0.72,0.38,0.36,0.04,1.49
1270,Medal of Honor: Frontline,Sony,XB,2002,Shooter,Electronic Arts,1,0.43,0,0.06,1.49
1271,Madden NFL 09,Nintendo,PS2,2008,Sports,Electronic Arts,1.22,0,0,0.27,1.49
1272,Drawn To Life: SpongeBob SquarePants Edition,Nintendo,DS,2008,Adventure,THQ,1,0.36,0,0.13,1.49
1273,Banjo-Tooie,Sony,N64,2000,Platform,Nintendo,0.82,0.36,0.25,0.06,1.49
1274,Buzz! The BIG Quiz,Microsoft,PS2,2006,Misc,Sony Computer Entertainment,0,1.1,0,0.39,1.49
1275,007: Quantum of Solace,Nintendo,X360,2008,Action,Activision,0.82,0.52,0.01,0.14,1.49
1276,The Sims 3,Nintendo,Wii,2010,Simulation,Electronic Arts,0.61,0.73,0,0.15,1.49
1277,New Play Control! Mario Power Tennis,Nintendo,Wii,2009,Sports,Nintendo,0.37,0.69,0.28,0.14,1.48
1278,Bratz: Forever Diamondz,Sony,DS,2006,Adventure,THQ,0.43,0.88,0,0.18,1.48
1279,Dirge of Cerberus: Final Fantasy VII,Nintendo,PS2,2006,Shooter,Square Enix,0.47,0.37,0.52,0.12,1.48
1280,Nintendo World Cup,Nintendo,NES,1990,Sports,Nintendo,0.28,0.5,0.65,0.05,1.48
1281,WWF WrestleMania 2000,Nintendo,N64,1999,Fighting,THQ,1.2,0.25,0.02,0.02,1.48
1282,Wario Land II,Sony,GB,1997,Platform,Nintendo,0.7,0.35,0.39,0.04,1.48
1283,Mass Effect 2,Sony,PS3,2011,Role-Playing,Electronic Arts,0.78,0.47,0.03,0.2,1.48
1284,Major League Baseball 2K5,Sony,PS2,2005,Sports,Take-Two Interactive,0.72,0.56,0,0.19,1.48
1285,Fight Night 2004,Microsoft,PS2,2004,Fighting,Electronic Arts,1.08,0.2,0,0.2,1.48
1286,Tom Clancy's Splinter Cell: Pandora Tomorrow,Nintendo,XB,2004,Action,Ubisoft,0.82,0.59,0,0.07,1.48
1287,Imagine: Master Chef,Sony,DS,2007,Simulation,Ubisoft,0.39,0.92,0,0.17,1.47
1288,Assassin's Creed III: Liberation,Sony,PSV,2012,Action,Ubisoft,0.58,0.55,0.06,0.28,1.47
1289,SoulCalibur IV,Nintendo,PS3,2008,Fighting,Ubisoft,0.72,0.41,0.14,0.2,1.47
1290,Mario Golf,Nintendo,N64,1999,Action,Nintendo,0.62,0.18,0.65,0.02,1.47
1291,Disney Princess,Microsoft,GBA,2003,Platform,THQ,1.04,0.37,0,0.06,1.47
1292,Fight Night Round 3,Sony,X360,2006,Fighting,Electronic Arts,1.33,0.03,0.01,0.1,1.47
1293,Metal Gear Rising: Revengeance,Nintendo,PS3,2013,Action,Konami Digital Entertainment,0.45,0.4,0.44,0.18,1.47
1294,Chrono Trigger,Microsoft,DS,2008,Role-Playing,Square Enix,0.69,0.2,0.49,0.09,1.47
1295,Star Wars: The Force Unleashed II,Nintendo,X360,2010,Action,LucasArts,0.95,0.4,0,0.12,1.47
1296,The House of the Dead 2 & 3 Return,Nintendo,Wii,2008,Shooter,Sega,0.78,0.5,0.03,0.15,1.47
1297,Disney Princess: Magical Jewels,Sony,DS,2007,Adventure,Disney Interactive Studios,1.15,0.2,0,0.12,1.47
1298,LittleBigPlanet PS Vita,Sony,PSV,2012,Platform,Sony Computer Entertainment,0.4,0.72,0.02,0.33,1.47
1299,Xenogears,Nintendo,PS,1998,Role-Playing,SquareSoft,0.29,0.19,0.89,0.1,1.46
1300,The SpongeBob SquarePants Movie,Microsoft,GBA,2004,Platform,THQ,1.02,0.38,0,0.06,1.46
1301,Tom Clancy's Ghost Recon: Future Soldier,Microsoft,X360,2012,Shooter,Ubisoft,0.93,0.4,0.02,0.12,1.46
1302,Battlefield: Bad Company,Sony,X360,2008,Shooter,Electronic Arts,0.81,0.46,0.04,0.15,1.46
1303,Midway Arcade Treasures,Nintendo,PS2,2003,Misc,Midway Games,0.72,0.56,0,0.19,1.46
1304,Wall-E,Sony,DS,2008,Platform,THQ,0.46,0.83,0,0.17,1.46
1305,Triple Play 99,Microsoft,PS,N/A,Sports,N/A,0.81,0.55,0,0.1,1.46
1306,Homefront,Nintendo,X360,2011,Shooter,THQ,0.83,0.48,0.02,0.12,1.46
1307,Super Monkey Ball,Atari,GC,2001,Puzzle,Atari,0.95,0.37,0.1,0.04,1.46
1308,Donkey Kong,Sony,2600,1981,Platform,Coleco,1.36,0.08,0,0.02,1.46
1309,Mortal Kombat 4,Nintendo,PS,1998,Fighting,GT Interactive,0.81,0.55,0,0.1,1.46
1310,Mario Superstar Baseball,Sony,GC,2005,Sports,Nintendo,0.93,0.24,0.25,0.04,1.46
1311,Mass Effect 3,Nintendo,PS3,2012,Role-Playing,Electronic Arts,0.63,0.59,0.03,0.21,1.46
1312,LEGO Batman 2: DC Super Heroes,Sony,Wii,2012,Action,Warner Bros. Interactive Entertainment,0.94,0.4,0,0.11,1.46
1313,Medal of Honor: Warfighter,Sony,PS3,2012,Action,Electronic Arts,0.47,0.65,0.06,0.28,1.46
1314,WCW vs the World,Sony,PS,1998,Fighting,THQ,1.17,0.2,0.04,0.05,1.46
1315,SNK vs. Capcom: The Match of the Millennium,Nintendo,PSP,2006,Fighting,Sega,0.53,0.58,0,0.35,1.46
1316,LEGO City Undercover,Sony,3DS,2013,Platform,Nintendo,0.51,0.75,0.07,0.12,1.46
1317,Onimusha 3: Demon Siege,Microsoft,PS2,2004,Action,Capcom,0.37,0.47,0.54,0.07,1.45
1318,Diablo III,Microsoft,X360,2013,Role-Playing,Activision,0.89,0.44,0,0.12,1.45
1319,Batman: Arkham Knight,Sony,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.86,0.46,0,0.13,1.45
1320,BioShock,Sony,PS3,2008,Shooter,Take-Two Interactive,0.75,0.49,0.01,0.21,1.45
1321,Red Dead Revolver,PC,PS2,2004,Shooter,Take-Two Interactive,0.71,0.55,0,0.19,1.45
1322,Anno 2070,Sony,PC,2011,Strategy,Ubisoft,0,1.13,0,0.32,1.45
1323,Resident Evil: Outbreak,Nintendo,PS2,2003,Action,Capcom,0.54,0.35,0.46,0.1,1.45
1324,Smarty Pants,Nintendo,Wii,2007,Misc,Electronic Arts,0.53,0.76,0,0.16,1.45
1325,Tamagotchi,Nintendo,GB,1996,Simulation,Namco Bandai Games,0,0,1.44,0.01,1.45
1326,4 Nin uchi Mahjong,Nintendo,NES,1984,Misc,Nintendo,0,0,1.45,0,1.45
1327,Dragon Ball Z,Nintendo,SNES,1993,Fighting,Namco Bandai Games,0,0,1.45,0,1.45
1328,Game de Hakken!! Tamagotchi 2,Nintendo,GB,1997,Simulation,Namco Bandai Games,0,0,1.44,0.01,1.45
1329,Namco Museum 64,Nintendo,N64,1999,Misc,Namco Bandai Games,1.24,0.17,0.03,0.01,1.45
1330,Hasbro Family Game Night,Nintendo,Wii,2008,Puzzle,Electronic Arts,0.97,0.34,0,0.13,1.45
1331,Dragon Quest Monsters: Joker 2,Sony,DS,2010,Role-Playing,Square Enix,0.11,0.08,1.24,0.02,1.45
1332,Tony Hawk's American Wasteland (Weekly american sales),Nintendo,PS2,2005,Sports,Activision,1.38,0.05,0,0.02,1.45
1333,My Word Coach,Nintendo,DS,2007,Misc,Ubisoft,0.37,0.9,0,0.18,1.45
1334,Hello Kitty Party,Sony,DS,2007,Misc,Rising Star Games,0.79,0.53,0,0.13,1.44
1335,SingStar Pop,Sony,PS2,2007,Misc,Sony Computer Entertainment,0.04,1.08,0,0.32,1.44
1336,Sonic Rivals,PC,PSP,2006,Racing,Sega,0.73,0.42,0,0.28,1.44
1337,SimCity (2013),Nintendo,PC,2013,Simulation,Electronic Arts,0.48,0.77,0,0.19,1.44
1338,Kirby Super Star,Sony,SNES,1996,Platform,Nintendo,0.26,0.07,1.09,0.02,1.44
1339,Far Cry 4,Microsoft,PS3,2014,Shooter,Ubisoft,0.33,0.79,0.08,0.23,1.44
1340,WWE SmackDown vs Raw 2008,Microsoft,X360,2007,Fighting,THQ,0.92,0.38,0,0.13,1.44
1341,Kinect Joy Ride,Nintendo,X360,2010,Racing,Microsoft Game Studios,0.92,0.4,0,0.12,1.44
1342,Rayman Raving Rabbids,Sony,Wii,2006,Misc,Ubisoft,1.23,0.07,0.02,0.11,1.44
1343,Need for Speed Rivals,Sony,PS3,2013,Racing,Electronic Arts,0.33,0.74,0.05,0.31,1.44
1344,Tiger Woods PGA Tour 2005,Sony,PS2,2004,Sports,Electronic Arts,1.03,0.32,0,0.09,1.44
1345,Dead Space 2,Sony,PS3,2011,Shooter,Electronic Arts,0.73,0.5,0,0.21,1.44
1346,NCAA Football 2003,Sony,PS2,2002,Sports,Electronic Arts,1.16,0.08,0,0.19,1.44
1347,Frogger 2: Swampy's Revenge,Microsoft,PS,1999,Action,Hasbro Interactive,0.8,0.54,0,0.09,1.43
1348,Disney Infinity,Nintendo,X360,2013,Action,Disney Interactive Studios,0.96,0.37,0,0.11,1.43
1349,LEGO Indiana Jones 2: The Adventure Continues,Microsoft,Wii,2009,Action,Activision,0.91,0.39,0,0.13,1.43
1350,Sonic's Ultimate Genesis Collection,Nintendo,X360,2009,Misc,Sega,0.85,0.46,0,0.13,1.43
1351,Tiger Woods PGA Tour 09 All-Play,Nintendo,Wii,2008,Sports,Electronic Arts,0.81,0.48,0,0.14,1.43
1352,Disney's DuckTales,Nintendo,GB,1988,Platform,Capcom,0.82,0.23,0.35,0.03,1.43
1353,Classic NES Series: Super Mario Bros.,Sony,GBA,2004,Platform,Nintendo,0,0,1.39,0.03,1.43
1354,Triple Play 2000,Nintendo,PS,1999,Sports,Electronic Arts,0.79,0.54,0,0.09,1.43
1355,Dragon Quest VII: Warriors of Eden,Sony,3DS,2013,Role-Playing,Square Enix,0.07,0.04,1.3,0.01,1.42
1356,Cabela's Big Game Hunter,Sony,PS2,2002,Sports,Activision,0.7,0.54,0,0.18,1.42
1357,UFC Undisputed 2010,Sony,PS3,2010,Fighting,THQ,0.8,0.41,0.02,0.19,1.42
1358,NBA Live 06 (Weekly american sales),Nintendo,PS2,2005,Sports,Electronic Arts,1.35,0.05,0,0.02,1.42
1359,The Legend of Zelda: The Minish Cap,Sony,GBA,2004,Action,Nintendo,0.89,0.22,0.22,0.1,1.42
1360,NFL Street,Microsoft,PS2,2004,Sports,Electronic Arts,1.15,0.08,0,0.19,1.42
1361,Sonic Generations,Nintendo,X360,2011,Platform,Sega,0.71,0.57,0,0.14,1.42
1362,Super Metroid,Nintendo,SNES,1994,Action,Nintendo,0.57,0.12,0.71,0.02,1.42
1363,Pro Yakyuu Family Stadium '87,Microsoft,NES,1987,Sports,Namco Bandai Games,0.12,0,1.3,0,1.42
1364,Dead Space,Nintendo,X360,2008,Action,Electronic Arts,0.89,0.4,0,0.13,1.42
1365,Resident Evil (Remake),Nintendo,GC,2002,Action,Capcom,0.63,0.38,0.35,0.05,1.42
1366,Inazuma Eleven 2,Sony,DS,2009,Role-Playing,Nintendo,0,0.21,1.18,0.03,1.42
1367,Tomb Raider (2013),Sony,PS4,2014,Action,Square Enix,0.47,0.64,0.06,0.25,1.41
1368,LEGO Star Wars II: The Original Trilogy,Nintendo,PSP,2006,Action,LucasArts,0.58,0.51,0,0.32,1.41
1369,Toy Story 3: The Video Game,Microsoft,Wii,2010,Action,Disney Interactive Studios,0.64,0.63,0,0.14,1.41
1370,Fight Night Round 4,Nintendo,X360,2009,Fighting,Electronic Arts,0.95,0.34,0,0.13,1.41
1371,LEGO Star Wars: The Video Game,Microsoft,GC,2005,Action,Eidos Interactive,1.09,0.28,0,0.04,1.41
1372,Injustice: Gods Among Us,Sony,X360,2013,Fighting,Warner Bros. Interactive Entertainment,0.97,0.34,0,0.11,1.41
1373,Madden NFL 15,Sega,PS3,2014,Sports,Electronic Arts,1.07,0.15,0,0.19,1.41
1374,Disney's The Lion King,Sony,GEN,1994,Platform,Virgin Interactive,0.97,0.37,0.03,0.05,1.41
1375,Ridge Racer,Nintendo,PSP,2004,Racing,Sony Computer Entertainment,0.36,0.45,0.32,0.28,1.41
1376,Metroid: Other M,Sony,Wii,2010,Action,Nintendo,0.87,0.31,0.13,0.1,1.41
1377,Knockout Kings 2000,Sony,PS,1999,Fighting,Electronic Arts,1.02,0.34,0,0.05,1.41
1378,Gran Turismo 4 Prologue,Sony,PS2,2003,Racing,Sony Computer Entertainment,0,0.47,0.77,0.17,1.41
1379,Twisted Metal: Black,Sony,PS2,2001,Racing,Sony Computer Entertainment,1.19,0.17,0,0.05,1.41
1380,NASCAR 2005: Chase for the Cup,Nintendo,PS2,2004,Racing,Electronic Arts,0.69,0.54,0,0.18,1.41
1381,Call of Duty: Black Ops,Microsoft,Wii,2010,Shooter,Activision,0.82,0.47,0,0.12,1.4
1382,Spider-Man: The Movie,Sony,XB,2002,Action,Activision,1.07,0.28,0,0.05,1.4
1383,Need For Speed: Undercover,Sony,PS2,2008,Racing,Electronic Arts,0.38,0.08,0.03,0.93,1.4
1384,2Xtreme,Sony,PS,1996,Sports,Sony Computer Entertainment,1.15,0.2,0,0.05,1.4
1385,Far Cry 2,Nintendo,PS3,2008,Action,Ubisoft,0.43,0.7,0.01,0.27,1.4
1386,Sonic Advance 3,Nintendo,GBA,2004,Platform,THQ,0.74,0.52,0.08,0.06,1.4
1387,Final Fantasy III,PC,NES,1990,Role-Playing,SquareSoft,0,0,1.39,0.01,1.4
1388,Battlefield 4,Sony,PC,2013,Shooter,Electronic Arts,0.38,0.86,0,0.16,1.4
1389,Colin McRae Rally 3,Sony,PS2,2002,Racing,Codemasters,0.03,1.05,0.02,0.3,1.4
1390,Madden NFL 2002,Sony,PS,2001,Sports,Electronic Arts,0.78,0.53,0,0.09,1.39
1391,Doom (2016),Nintendo,PS4,2016,Shooter,Bethesda Softworks,0.49,0.66,0.02,0.22,1.39
1392,Final Fantasy XII: Revenant Wings,Nintendo,DS,2007,Role-Playing,Square Enix,0.34,0.42,0.54,0.1,1.39
1393,Bakugan: Battle Brawlers,Sony,DS,2009,Action,Activision,1.27,0.02,0,0.09,1.39
1394,Deus Ex: Human Revolution,Nintendo,PS3,2011,Shooter,Square Enix,0.5,0.6,0.07,0.23,1.39
1395,NBA Jam,Nintendo,SNES,1994,Sports,Acclaim Entertainment,1.19,0.16,0,0.03,1.39
1396,Teenage Mutant Ninja Turtles III: The Manhattan Project,Sony,NES,1991,Action,Konami Digital Entertainment,1.05,0.17,0.15,0.02,1.39
1397,Dynasty Warriors 5,Nintendo,PS2,2005,Action,Tecmo Koei,0.24,0.18,0.91,0.06,1.39
1398,Hannah Montana: Spotlight World Tour,Sony,Wii,2007,Action,Disney Interactive Studios,0.87,0.38,0,0.13,1.39
1399,WWE '13,Microsoft,PS3,2012,Action,THQ,0.51,0.62,0,0.26,1.39
1400,Deus Ex: Human Revolution,Microsoft,X360,2011,Shooter,Square Enix,0.76,0.48,0.02,0.12,1.39
1401,True Crime: Streets of LA,Sony,XB,2003,Action,Activision,0.96,0.37,0,0.05,1.38
1402,The Sims 2,Nintendo,PSP,2005,Simulation,Electronic Arts,0.49,0.56,0,0.33,1.38
1403,Paper Mario,Nintendo,N64,2000,Role-Playing,Nintendo,0.58,0.18,0.59,0.02,1.38
1404,Bravely Default: Flying Fairy,Microsoft,3DS,2012,Role-Playing,Nintendo,0.5,0.32,0.49,0.07,1.38
1405,Titanfall,Sony,X360,2014,Shooter,Electronic Arts,0.87,0.38,0.02,0.11,1.38
1406,Duke Nukem: Time to Kill,Sony,PS,1998,Shooter,Take-Two Interactive,0.77,0.54,0,0.07,1.38
1407,Persona 4: Golden,Sony,PSV,2012,Role-Playing,Atlus,0.46,0.34,0.38,0.21,1.38
