Rank,Name,Company,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1043,Game Party 3,Nintendo,Wii,2009,Puzzle,Warner Bros. Interactive Entertainment,1.43,0.16,0,0.12,1.71
1044,Toy Story 2: Buzz Lightyear to the Rescue!,Sony,PS,1998,Platform,Activision,0.99,0.64,0,0.08,1.71
1045,Deal or No Deal,Nintendo,DS,2007,Misc,Mindscape,1.15,0.41,0,0.15,1.71
1046,Ace Combat 5: The Unsung War,Sony,PS2,2004,Simulation,Sony Computer Entertainment Europe,0.88,0.34,0.32,0.18,1.71
1047,Need for Speed Underground,Microsoft,XB,2003,Racing,Electronic Arts,1.09,0.55,0,0.07,1.71
1048,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,Nintendo,DS,2006,Misc,Nintendo,0,0,1.71,0,1.71
1049,Tetris Worlds,Nintendo,GBA,2001,Puzzle,THQ,1.25,0.39,0,0.06,1.71
1050,Cabela's Big Game Hunter 2010,Nintendo,Wii,2009,Sports,Activision Value,1.58,0,0,0.12,1.7
1051,The Crew,Sony,PS4,2014,Racing,Ubisoft,0.34,1.08,0.03,0.26,1.7
1052,FIFA Soccer 10,Sony,PS2,2009,Sports,Electronic Arts,0.23,0.24,0,1.23,1.7
1053,We Ski,Nintendo,Wii,2008,Sports,Namco Bandai Games,0.99,0.42,0.14,0.15,1.7
1054,Personal Trainer: Math,Nintendo,DS,2007,Puzzle,Nintendo,0.49,1.12,0,0.09,1.7
1055,Kirby's Return to Dreamland,Nintendo,Wii,2011,Platform,Nintendo,0.62,0.21,0.79,0.08,1.7
1056,Super Puyo Puyo,Nintendo,SNES,1993,Puzzle,Banpresto,0,0,1.69,0.01,1.7
1057,Ben 10: Protector of Earth,Nintendo,DS,2007,Action,D3Publisher,0.69,0.83,0,0.19,1.7
1058,NCAA Football 07,Sony,PS2,2006,Sports,Electronic Arts,1.41,0.05,0,0.23,1.7
1059,SOCOM 3: U.S. Navy SEALs,Sony,PS2,2005,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69
1060,NBA 2K15,Microsoft,XOne,2014,Sports,Take-Two Interactive,1.36,0.18,0,0.15,1.69
1061,Saints Row 2,Sony,PS3,2008,Action,THQ,0.88,0.54,0.02,0.25,1.69
1062,Saints Row IV,Microsoft,X360,2013,Action,Deep Silver,1.01,0.53,0.01,0.14,1.69
1063,Jampack Winter '99,Sony,PS,1999,Misc,Sony Computer Entertainment,0.94,0.64,0,0.11,1.69
1064,Dragon Age: Origins,Sony,PS3,2009,Role-Playing,Electronic Arts,0.96,0.44,0.08,0.22,1.69
1065,FIFA 16,Microsoft,X360,2015,Sports,Electronic Arts,0.55,1.01,0,0.13,1.69
1066,WCW vs. nWo: World Tour,Nintendo,N64,1997,Fighting,THQ,1.37,0.28,0.03,0.02,1.69
1067,WCW/NWO Thunder,Sony,PS,1998,Fighting,THQ,1.1,0.48,0.04,0.07,1.69
1068,Harry Potter and the Sorcerer's Stone,Nintendo,GBA,2001,Action,Electronic Arts,0.87,0.66,0.08,0.08,1.69
1069,Need For Speed: Undercover,Microsoft,X360,2008,Racing,Electronic Arts,0.79,0.71,0.01,0.18,1.69
1070,Dragon Ball Z: The Legacy of Goku,Nintendo,GBA,2002,Role-Playing,Infogrames,1.52,0.12,0,0.05,1.69
1071,Sid Meier's Civilization V,PC,PC,2010,Strategy,Take-Two Interactive,0.98,0.52,0,0.19,1.69
1072,Resident Evil 4,Nintendo,GC,2005,Action,Capcom,0.98,0.42,0.22,0.06,1.69
1073,Call of Duty Black Ops: Declassified,Sony,PSV,2012,Action,Activision,0.8,0.52,0.07,0.3,1.69
1074,Star Wars Battlefront: Renegade Squadron,Sony,PSP,2007,Shooter,LucasArts,0.9,0.47,0,0.32,1.68
1075,World Championship Poker: Featuring Howard Lederer - All In,Sony,PS2,2006,Misc,Oxygen Interactive,0.82,0.64,0,0.22,1.68
1076,NFL GameDay 98,Sony,PS,1997,Sports,Sony Computer Entertainment,1.58,0.06,0,0.04,1.68
1077,LEGO Batman 2: DC Super Heroes,Microsoft,X360,2012,Action,Warner Bros. Interactive Entertainment,0.9,0.64,0,0.15,1.68
1078,Yoshi's Cookie,Nintendo,GB,1992,Puzzle,Nintendo,0.59,0.24,0.82,0.03,1.68
1079,Time Crisis,Sony,PS,1997,Shooter,Namco Bandai Games,0.38,0.87,0.33,0.1,1.68
1080,The Sims: Superstar,PC,PC,2003,Simulation,Electronic Arts,1.67,0,0,0,1.68
1081,Star Wars The Clone Wars: Lightsaber Duels,Nintendo,Wii,2008,Action,LucasArts,1.23,0.3,0,0.14,1.68
1082,MySims,Nintendo,Wii,2007,Simulation,Electronic Arts,0.91,0.55,0.04,0.17,1.68
1083,Metroid Fusion,Nintendo,GBA,2002,Action,Nintendo,1.18,0.27,0.17,0.06,1.68
1084,Shaun White Snowboarding: Road Trip,Nintendo,Wii,2008,Sports,Ubisoft,0.94,0.57,0,0.17,1.67
1085,SSX 3,Sony,PS2,2003,Sports,Electronic Arts,0.93,0.52,0,0.22,1.67
1086,Big Beach Sports,Nintendo,Wii,2008,Sports,THQ,0.45,1.02,0,0.2,1.67
1087,Madden NFL 2001,Sony,PS,2000,Sports,Electronic Arts,1.58,0.05,0,0.04,1.67
1088,Fight Night Round 3,Sony,PS3,2006,Fighting,Electronic Arts,0.81,0.59,0.01,0.26,1.67
1089,Knack,Sony,PS4,2013,Platform,Sony Computer Entertainment Europe,0.43,0.67,0.42,0.15,1.67
1090,Star Wars: Battlefront II,Microsoft,XB,2005,Shooter,Activision,1.22,0.39,0,0.06,1.67
1091,Disney's DuckTales,Nintendo,NES,1989,Platform,Capcom,0.91,0.3,0.42,0.04,1.67
1092,Tony Hawk's Pro Skater 3,Sony,PS,2001,Sports,Activision,1.09,0.49,0.02,0.07,1.67
1093,"Monsters, Inc.",Nintendo,GBA,2001,Adventure,THQ,0.59,0.95,0.03,0.1,1.67
1094,StarCraft II: Heart of the Swarm,PC,PC,2013,Strategy,Activision,0.82,0.65,0,0.19,1.67
1095,PGR: Project Gotham Racing 2,Microsoft,XB,2003,Racing,Microsoft Game Studios,0.97,0.59,0.04,0.07,1.67
1096,Spy Hunter,Sony,PS2,2001,Racing,Midway Games,1.13,0.32,0,0.22,1.67
1097,NCAA Football 2004,Sony,PS2,2003,Sports,Electronic Arts,1.35,0.09,0,0.23,1.67
1098,SpongeBob SquarePants: Battle for Bikini Bottom,Sony,PS2,2003,Platform,THQ,1.08,0.45,0,0.14,1.67
1099,Dying Light,Sony,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.63,0.66,0.11,0.26,1.66
1100,Heavenly Sword,Sony,PS3,2007,Action,Sony Computer Entertainment,0.57,0.73,0.06,0.3,1.66
1101,Street Fighter II': Special Champion Edition,Sega,GEN,1992,Fighting,Sega,1,0.3,0.31,0.04,1.66
1102,SSX,Sony,PS2,2000,Sports,Electronic Arts,0.78,0.61,0.06,0.2,1.66
1103,Max Payne 3,Microsoft,X360,2012,Shooter,Take-Two Interactive,0.86,0.64,0.01,0.14,1.66
1104,NBA Ballers,Sony,PS2,2004,Sports,Midway Games,0.81,0.63,0,0.21,1.66
1105,Need for Speed Carbon,Microsoft,X360,2006,Racing,Electronic Arts,0.76,0.7,0.02,0.18,1.66
1106,NBA Live 2003,Sony,PS2,2002,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66
1107,Dragon Ball Z: Budokai Tenkaichi,Sony,PS2,2005,Fighting,Atari,0.96,0.12,0.54,0.04,1.66
1108,Ms. Pac-Man,Atari,2600,1981,Puzzle,Atari,1.54,0.1,0,0.02,1.65
1109,Mario Party 6,Nintendo,GC,2004,Misc,Nintendo,0.9,0.11,0.6,0.05,1.65
1110,Super Scope 6,Nintendo,SNES,1991,Shooter,Nintendo,1.06,0.38,0.15,0.05,1.65
1111,Go Vacation,Nintendo,Wii,2011,Misc,Namco Bandai Games,0.48,0.68,0.33,0.16,1.65
1112,Dragon Quest V: Tenkuu no Hanayome,Sony,PS2,2004,Role-Playing,Enix Corporation,0,0,1.65,0,1.65
1113,Army of Two,Microsoft,X360,2008,Shooter,Electronic Arts,1.09,0.38,0.02,0.16,1.65
1114,Dragon Quest IV: Chapters of the Chosen,Nintendo,DS,2007,Role-Playing,Square Enix,0.32,0.02,1.27,0.03,1.64
1115,Kirby & the Amazing Mirror,Nintendo,GBA,2004,Platform,Nintendo,0.8,0.05,0.76,0.03,1.64
1116,LEGO Pirates of the Caribbean: The Video Game,Nintendo,Wii,2011,Action,Disney Interactive Studios,0.76,0.72,0,0.16,1.64
1117,Dig Dug,Atari,2600,1982,Puzzle,Atari,1.52,0.1,0,0.02,1.64
1118,Tom Clancy's Rainbow Six,Sony,PS,1999,Shooter,Red Storm Entertainment,0.93,0.63,0,0.08,1.64
1119,Ghosts 'n Goblins,Nintendo,NES,1986,Action,Capcom,0.74,0.26,0.61,0.03,1.64
1120,Tiger Woods PGA Tour 2003,Sony,PS2,2002,Sports,Electronic Arts,0.8,0.63,0,0.21,1.64
1121,NBA Live 06 (All region sales),Sony,PS2,2005,Sports,Electronic Arts,1.44,0.15,0,0.05,1.64
1122,Prince of Persia: Warrior Within,Sony,PS2,2004,Action,Ubisoft,0.54,0.88,0,0.22,1.64
1123,Kinectimals,Microsoft,X360,2010,Simulation,Microsoft Game Studios,1.02,0.48,0,0.14,1.64
1124,Until Dawn,Sony,PS4,2015,Adventure,Sony Computer Entertainment Europe,0.44,0.89,0.05,0.25,1.64
1125,ESPN NFL 2K5,Microsoft,XB,2004,Sports,Sega,1.54,0.02,0,0.07,1.63
1126,Viva Pinata,Microsoft,X360,2006,Simulation,Microsoft Game Studios,0.45,0.96,0.02,0.2,1.63
1127,Pikmin,Nintendo,GC,2001,Strategy,Nintendo,0.78,0.25,0.56,0.04,1.63
1128,Call of Duty: Black Ops,PC,PC,N/A,Shooter,Activision,0.58,0.81,0,0.24,1.63
1129,Sonic Generations,Sony,PS3,2011,Platform,Sega,0.6,0.73,0.02,0.28,1.63
1130,Tiger Woods PGA Tour 2004,Sony,PS2,2003,Sports,Electronic Arts,1.18,0.34,0,0.1,1.63
1131,Ape Escape,Sony,PS,1999,Platform,Sony Computer Entertainment,0.71,0.48,0.32,0.11,1.63
1132,NBA 2K15,Microsoft,X360,2014,Sports,Take-Two Interactive,1.33,0.14,0,0.15,1.63
1133,NCAA Football 2005,Sony,PS2,2004,Sports,Electronic Arts,1.32,0.09,0,0.22,1.62
1134,Just Cause 2,Microsoft,X360,2010,Action,Square Enix,0.59,0.85,0.02,0.17,1.62
1135,Rock Band,Sony,PS3,N/A,Misc,Electronic Arts,0.99,0.41,0,0.22,1.62
1136,Tony Hawk's American Wasteland (Old all region sales),Sony,PS2,2005,Sports,Activision,0.8,0.63,0.01,0.19,1.62
1137,Rage,Microsoft,X360,2011,Shooter,Bethesda Softworks,0.82,0.61,0.03,0.15,1.62
1138,Mario Hoops 3 on 3,Nintendo,DS,2006,Sports,Nintendo,0.99,0.04,0.49,0.1,1.62
1139,Kirby Air Ride,Nintendo,GC,2003,Racing,Nintendo,1.01,0.11,0.45,0.04,1.62
1140,Sled Storm,Sony,PS,1998,Racing,Electronic Arts,0.9,0.61,0,0.11,1.62
1141,Pokemon Battle Revolution,Nintendo,Wii,2006,Role-Playing,Nintendo,0.8,0.38,0.3,0.13,1.61
1142,NFL Street 2,Sony,PS2,2004,Sports,Electronic Arts,0.79,0.62,0,0.21,1.61
1143,Gears of War: Judgment,Microsoft,X360,2013,Shooter,Microsoft Game Studios,0.92,0.53,0.03,0.13,1.61
1144,Baseball,Nintendo,GB,1989,Sports,Nintendo,0.66,0.27,0.65,0.03,1.61
1145,Yu-Gi-Oh! Duel Monsters,Nintendo,GB,1998,Strategy,Konami Digital Entertainment,0,0,1.61,0.01,1.61
1146,Super Mario Strikers,Nintendo,GC,2005,Sports,Nintendo,0.98,0.38,0.2,0.04,1.61
1147,Buzz! The Music Quiz,Sony,PS2,2005,Misc,Sony Computer Entertainment,0,1.18,0,0.43,1.61
1148,SpongeBob's Atlantis SquarePantis,Nintendo,DS,2007,Action,THQ,1.5,0,0,0.11,1.61
1149,Far Cry 4,Microsoft,XOne,2014,Shooter,Ubisoft,0.79,0.68,0.01,0.13,1.61
1150,Dance Dance Revolution: Hottest Party 2,Nintendo,Wii,2008,Simulation,Konami Digital Entertainment,0.95,0.48,0.01,0.15,1.6
1151,Moshi Monsters: Moshling Zoo,Nintendo,DS,2011,Misc,Activision,0.4,0.99,0,0.22,1.6
1152,Dollar Dash,Sony,PS2,2005,Action,Take-Two Interactive,1.3,0.23,0,0.07,1.6
1153,Far Cry 2,Microsoft,X360,2008,Action,Ubisoft,0.71,0.69,0.02,0.18,1.6
1154,F-1 World Grand Prix,Nintendo,N64,1998,Racing,Video System,0.46,0.96,0.09,0.08,1.6
1155,River Raid,Atari,2600,1981,Shooter,Activision,1.49,0.09,0,0.02,1.6
1156,Silent Hill,Sony,PS,1999,Action,Konami Digital Entertainment,0.71,0.48,0.3,0.1,1.6
1157,Dragon Quest V: Hand of the Heavenly Bride,Nintendo,DS,2008,Role-Playing,Square Enix,0.19,0.02,1.36,0.02,1.6
1158,No Man's Sky,Sony,PS4,2016,Action,Hello Games,0.58,0.74,0.02,0.26,1.6
1159,Sonic Heroes,Nintendo,GC,2003,Platform,Sega,1.05,0.44,0.06,0.04,1.6
1160,ESPN NBA 2K5,Sony,PS2,2004,Sports,Global Star,1.26,0.12,0,0.21,1.59
1161,Diablo,PC,PC,1996,Role-Playing,Activision,0.01,1.58,0,0,1.59
1162,The Legend of Zelda: Twilight Princess,Nintendo,GC,2006,Action,Nintendo,1.15,0.36,0.04,0.04,1.59
1163,Soul Edge,Sony,PS,1996,Fighting,Sony Computer Entertainment,0.61,0.41,0.46,0.1,1.59
1164,Devil May Cry 4,Sony,PS3,2008,Action,Capcom,0.58,0.46,0.34,0.21,1.59
1165,Mario Bros.,Atari,2600,1982,Platform,Atari,1.48,0.09,0,0.02,1.59
1166,Pro Evolution Soccer 2008,Sony,PS3,2007,Sports,Konami Digital Entertainment,0.04,1.1,0.32,0.13,1.59
1167,SoulCalibur IV,Microsoft,X360,2008,Fighting,Ubisoft,0.92,0.44,0.07,0.15,1.59
1168,LEGO Harry Potter: Years 1-4,Microsoft,X360,2010,Action,Warner Bros. Interactive Entertainment,0.95,0.5,0,0.14,1.59
1169,NASCAR 2000,Sony,PS,1999,Racing,Electronic Arts,0.88,0.6,0,0.1,1.59
1170,Wolfenstein: The New Order,Sony,PS4,2014,Shooter,Bethesda Softworks,0.47,0.8,0.03,0.29,1.58
1171,Carnival Games: Mini Golf,Nintendo,Wii,2008,Sports,Take-Two Interactive,0.87,0.56,0,0.15,1.58
1172,Guitar Hero: On Tour Decades,Nintendo,DS,2008,Misc,Activision,0.85,0.58,0,0.16,1.58
1173,MySims Kingdom,Nintendo,DS,2008,Simulation,Electronic Arts,0.81,0.6,0.01,0.17,1.58
1174,Jampack Summer 2K,Sony,PS,2000,Misc,Sony Computer Entertainment,0.88,0.6,0,0.1,1.58
1175,Need for Speed: Most Wanted,Microsoft,X360,2012,Racing,Electronic Arts,0.62,0.8,0.01,0.15,1.58
1176,Guitar Hero 5,Nintendo,Wii,2009,Misc,Activision,0.94,0.49,0,0.15,1.58
1177,High School Musical 3: Senior Year,Nintendo,DS,2008,Misc,Disney Interactive Studios,0.64,0.76,0,0.17,1.58
1178,Kingdom Hearts 3D: Dream Drop Distance,Nintendo,3DS,2012,Action,Square Enix,0.88,0.26,0.34,0.09,1.58
1179,Hannah Montana: Music Jam,Nintendo,DS,2007,Action,Disney Interactive Studios,1.06,0.37,0,0.15,1.58
1180,Pokemon Mystery Dungeon: Explorers of Sky,Nintendo,DS,2009,Role-Playing,Nintendo,0.58,0.44,0.44,0.12,1.58
1181,Spyro 2: Season of Flame,Nintendo,GBA,2002,Platform,Vivendi Games,0.85,0.65,0,0.08,1.58
1182,Pro Evolution Soccer 2010,Sony,PS2,2009,Sports,Konami Digital Entertainment,0.1,0.18,0.12,1.16,1.57
1183,NCAA Football 2002,Sony,PS2,2001,Sports,Electronic Arts,0.77,0.6,0,0.2,1.57
1184,Conflict: Desert Storm,Sony,PS2,2002,Shooter,Gotham Games,0.98,0.53,0,0.06,1.57
1185,Mario Party 7,Nintendo,GC,2005,Misc,Nintendo,0.95,0.11,0.46,0.04,1.57
1186,Pro Evolution Soccer 2013,Sony,PS3,2012,Sports,Konami Digital Entertainment,0.18,0.64,0.49,0.25,1.56
1187,Smuggler's Run,Sony,PS2,2000,Racing,Take-Two Interactive,0.77,0.6,0,0.2,1.56
1188,Fight Night Round 3,Sony,PS2,2006,Fighting,Electronic Arts,1.07,0.4,0,0.1,1.56
1189,Donkey Kong Classics,Nintendo,NES,1988,Platform,Nintendo,0.59,0.14,0.81,0.02,1.56
1190,Twisted Metal,Sony,PS,1995,Action,Sony Computer Entertainment,1.32,0.19,0,0.05,1.56
1191,Dark Souls III,Sony,PS4,2016,Role-Playing,Namco Bandai Games,0.58,0.44,0.33,0.21,1.56
1192,Final Fight,Nintendo,SNES,1990,Action,Capcom,0.67,0.17,0.69,0.03,1.56
1193,Dragon Quest Monsters 2,Nintendo,GB,2001,Role-Playing,Enix Corporation,0,0,1.56,0,1.56
1194,Pokemon Pinball: Ruby & Sapphire,Nintendo,GBA,2003,Misc,Nintendo,0.68,0.38,0.44,0.05,1.56
1195,LEGO Marvel Super Heroes,Sony,PS4,2013,Action,Warner Bros. Interactive Entertainment,0.59,0.75,0.01,0.21,1.56
1196,Mafia II,Microsoft,X360,2010,Action,Take-Two Interactive,0.84,0.56,0,0.15,1.55
1197,Dishonored,Sony,PS3,2012,Action,Bethesda Softworks,0.72,0.54,0.04,0.25,1.55
1198,Stuntman,Sony,PS2,2002,Racing,Atari,0.76,0.59,0,0.2,1.55
1199,Tom Clancy's Rainbow Six 3,Microsoft,XB,2003,Shooter,Ubisoft,0.91,0.57,0,0.07,1.55
1200,Active Life: Outdoor Challenge,Nintendo,Wii,2008,Sports,Atari,0.79,0.44,0.19,0.14,1.55
1201,BioShock 2,Sony,PS3,2010,Shooter,Take-Two Interactive,0.85,0.47,0.02,0.22,1.55
1202,007: The World is not Enough,Nintendo,N64,2000,Action,Electronic Arts,1.13,0.38,0.02,0.03,1.55
1203,Spider-Man 2: Enter: Electro,Sony,PS,2001,Action,Activision,0.57,0.87,0.02,0.09,1.55
1204,Watch Dogs,Microsoft,XOne,2014,Action,Ubisoft,0.9,0.53,0,0.13,1.55
1205,Star Wars: The Force Unleashed II,Sony,PS3,2010,Action,LucasArts,0.8,0.53,0,0.22,1.55
1206,Ni no Kuni: Wrath of the White Witch,Sony,PS3,2011,Role-Playing,Namco Bandai Games,0.6,0.51,0.21,0.23,1.55
1207,Command & Conquer: Tiberian Sun,PC,PC,1999,Strategy,Westwood Studios,1.55,0,0,0,1.55
1208,LEGO Battles: Ninjago,Nintendo,DS,2011,Strategy,Warner Bros. Interactive Entertainment,1.07,0.36,0,0.12,1.55
1209,Mario Party 10,Nintendo,WiiU,2015,Misc,Nintendo,0.69,0.5,0.24,0.11,1.55
1210,Dead Rising 3,Microsoft,XOne,2013,Action,Microsoft Game Studios,1.06,0.35,0.01,0.12,1.54
1211,Resident Evil: The Umbrella Chronicles,Nintendo,Wii,2007,Action,Capcom,0.68,0.43,0.29,0.14,1.54
1212,Fire Emblem Fates,Nintendo,3DS,2015,Role-Playing,Nintendo,0.71,0.22,0.52,0.1,1.54
1213,Dark Cloud,Sony,PS2,2000,Role-Playing,Sony Computer Entertainment,0.83,0.44,0.08,0.19,1.54
1214,Warcraft III: The Frozen Throne,PC,PC,2003,Strategy,Activision,0.58,0.87,0,0.09,1.54
1215,Tom Clancy's Ghost Recon Advanced Warfighter,Microsoft,X360,2006,Shooter,Ubisoft,1.4,0.02,0.02,0.1,1.54
1216,Disney Fairies: Tinker Bell,Nintendo,DS,2008,Adventure,Disney Interactive Studios,0.86,0.52,0.01,0.15,1.54
1217,MVP Baseball 2005,Sony,PS2,2005,Sports,Electronic Arts,1.26,0.07,0,0.21,1.54
1218,Die Hard Trilogy,Sony,PS,1996,Shooter,Fox Interactive,0.85,0.58,0,0.1,1.54
1219,Call of Duty: Black Ops II,PC,PC,2012,Shooter,Activision,0.63,0.69,0,0.21,1.53
1220,Fight Night Round 4,Sony,PS3,2009,Fighting,Electronic Arts,0.92,0.41,0,0.21,1.53
1221,MySims Kingdom,Nintendo,Wii,2008,Simulation,Electronic Arts,0.71,0.65,0.01,0.17,1.53
1222,The Simpsons Game,Nintendo,DS,2007,Action,Electronic Arts,0.57,0.79,0,0.17,1.53
1223,Mortal Kombat 3,Nintendo,SNES,1994,Fighting,Acclaim Entertainment,1.19,0.29,0,0.05,1.53
1224,NFL GameDay 99,Sony,PS,1998,Sports,989 Studios,1.44,0.05,0,0.04,1.53
1225,Call of Duty: Modern Warfare: Reflex Edition,Nintendo,Wii,2009,Shooter,Activision,0.95,0.43,0,0.14,1.53
1226,FIFA 17,Microsoft,XOne,2016,Sports,Electronic Arts,0.17,1.26,0,0.1,1.53
1227,Mario Golf: Toadstool Tour,Nintendo,GC,2003,Sports,Nintendo,1.09,0.15,0.25,0.04,1.53
1228,Tiger Woods 99 PGA Tour Golf,Sony,PS,1997,Sports,Electronic Arts,0.85,0.58,0,0.1,1.53
1229,Donkey Kong Country: Tropical Freeze,Nintendo,WiiU,2014,Platform,Nintendo,0.73,0.52,0.15,0.12,1.52
1230,Dead Space 2,Microsoft,X360,2011,Shooter,Electronic Arts,0.94,0.45,0,0.13,1.52
1231,Sonic Rivals 2,Sony,PSP,2007,Racing,Sega,0.44,0.69,0,0.39,1.52
1232,Knockout Kings,Sony,PS,1997,Fighting,Electronic Arts,1.07,0.39,0,0.06,1.52
1233,The Simpsons Skateboarding,Sony,PS2,2002,Sports,Electronic Arts,0.36,0.9,0,0.27,1.52
1234,NASCAR 98,Sony,PS,1996,Racing,Electronic Arts,1.43,0.05,0,0.04,1.52
1235,F1 Race,Nintendo,NES,1984,Racing,Nintendo,0,0,1.52,0,1.52
1236,Xevious,Nintendo,NES,1984,Shooter,Namco Bandai Games,0.18,0.06,1.27,0.01,1.52
1237,NASCAR 99,Sony,PS,1998,Racing,Electronic Arts,1.45,0.04,0,0.04,1.52
1238,NBA Live 2000,Sony,PS,1998,Sports,Electronic Arts,1.43,0.05,0,0.03,1.52
1239,Mafia II,Sony,PS3,2010,Action,Take-Two Interactive,0.5,0.72,0.04,0.26,1.52
1240,Call of Duty 3,Sony,PS3,2006,Shooter,Activision,0.6,0.63,0.03,0.26,1.52
1241,Super Monkey Ball 2,Nintendo,GC,2002,Puzzle,Atari,1.11,0.31,0.06,0.04,1.52
1242,Pac-Man World 2,Sony,PS2,2002,Action,Namco Bandai Games,1.26,0.05,0,0.21,1.51
1243,Madden NFL 15,Microsoft,XOne,2014,Sports,Electronic Arts,1.3,0.09,0,0.12,1.51
1244,Sonic & Sega All-Stars Racing,Nintendo,Wii,2010,Racing,Sega,0.65,0.71,0,0.15,1.51
1245,LEGO Star Wars III: The Clone Wars,Microsoft,X360,2011,Action,LucasArts,0.84,0.54,0,0.13,1.51
1246,Football Manager 2012,PC,PC,2011,Sports,Sega,0.02,1.16,0,0.34,1.51
1247,Puzzle & Dragons,Nintendo,3DS,2013,Role-Playing,GungHo,0,0,1.51,0,1.51
1248,Mega Man 2,Nintendo,NES,1988,Action,Capcom,0.93,0.15,0.42,0.01,1.51
1249,Simpsons Wrestling,Sony,PS,2001,Fighting,Electronic Arts,0.23,1.16,0,0.11,1.51
1250,NBA Live 98,Sony,PS,1997,Sports,Electronic Arts,1.41,0.06,0,0.04,1.51
1251,The Simpsons Game,Sony,PS2,2007,Action,Electronic Arts,0.35,0.03,0,1.13,1.51
1252,Monopoly,Sony,PS,1997,Misc,Hasbro Interactive,1.18,0.27,0,0.05,1.51
1253,SoulCalibur II,Nintendo,GC,2003,Fighting,Namco Bandai Games,0.99,0.32,0.11,0.08,1.5
1254,Resistance 3,Sony,PS3,2011,Shooter,Sony Computer Entertainment,0.64,0.58,0.05,0.23,1.5
1255,Tokyo Xtreme Racer Zero,Sony,PS2,2000,Racing,Crave Entertainment,0.66,0.52,0.15,0.17,1.5
1256,Final Fantasy XIV: A Realm Reborn,PC,PC,2010,Role-Playing,Square Enix,0.86,0.48,0,0.17,1.5
1257,NFL Blitz,Sony,PS,1998,Sports,Midway Games,1.41,0.05,0,0.04,1.5
1258,Red Faction II,Sony,PS2,2002,Shooter,THQ,0.49,0.78,0,0.23,1.5
1259,Super Scribblenauts,Nintendo,DS,2010,Puzzle,Warner Bros. Interactive Entertainment,1.08,0.31,0,0.11,1.5
1260,Madden NFL 2001,Sony,PS2,2000,Sports,Electronic Arts,1.19,0.07,0.05,0.2,1.5
1261,WWF No Mercy,Nintendo,N64,2000,Fighting,THQ,1.2,0.27,0.02,0.02,1.5
1262,Ice Climber,Nintendo,NES,1985,Platform,Nintendo,0.46,0.1,0.92,0.02,1.5
1263,Sonic CD,Sega,SCD,1993,Platform,Sega,1,0.36,0.09,0.05,1.5
1264,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,Nintendo,NES,1986,Platform,Hudson Soft,0,0,1.5,0,1.5
1265,Dead Rising 2,Microsoft,X360,2010,Action,Capcom,0.75,0.53,0.09,0.12,1.5
1266,Rock Band 2,Sony,PS3,2008,Misc,MTV Games,1.13,0.2,0,0.16,1.5
1267,Pac-Man World,Sony,PS,1998,Action,Namco Bandai Games,1.21,0.14,0.1,0.04,1.5
1268,Disney Sing It: Pop Hits,Nintendo,Wii,2009,Misc,Disney Interactive Studios,1.08,0.28,0,0.13,1.49
1269,Final Fantasy: Crystal Chronicles,Nintendo,GC,2003,Role-Playing,Nintendo,0.72,0.38,0.36,0.04,1.49
1270,Medal of Honor: Frontline,Microsoft,XB,2002,Shooter,Electronic Arts,1,0.43,0,0.06,1.49
1271,Madden NFL 09,Sony,PS2,2008,Sports,Electronic Arts,1.22,0,0,0.27,1.49
1272,Drawn To Life: SpongeBob SquarePants Edition,Nintendo,DS,2008,Adventure,THQ,1,0.36,0,0.13,1.49
1273,Banjo-Tooie,Nintendo,N64,2000,Platform,Nintendo,0.82,0.36,0.25,0.06,1.49
1274,Buzz! The BIG Quiz,Sony,PS2,2006,Misc,Sony Computer Entertainment,0,1.1,0,0.39,1.49
1275,007: Quantum of Solace,Microsoft,X360,2008,Action,Activision,0.82,0.52,0.01,0.14,1.49
1276,The Sims 3,Nintendo,Wii,2010,Simulation,Electronic Arts,0.61,0.73,0,0.15,1.49
1277,New Play Control! Mario Power Tennis,Nintendo,Wii,2009,Sports,Nintendo,0.37,0.69,0.28,0.14,1.48
1278,Bratz: Forever Diamondz,Nintendo,DS,2006,Adventure,THQ,0.43,0.88,0,0.18,1.48
1279,Dirge of Cerberus: Final Fantasy VII,Sony,PS2,2006,Shooter,Square Enix,0.47,0.37,0.52,0.12,1.48
1280,Nintendo World Cup,Nintendo,NES,1990,Sports,Nintendo,0.28,0.5,0.65,0.05,1.48
1281,WWF WrestleMania 2000,Nintendo,N64,1999,Fighting,THQ,1.2,0.25,0.02,0.02,1.48
1282,Wario Land II,Nintendo,GB,1997,Platform,Nintendo,0.7,0.35,0.39,0.04,1.48
1283,Mass Effect 2,Sony,PS3,2011,Role-Playing,Electronic Arts,0.78,0.47,0.03,0.2,1.48
1284,Major League Baseball 2K5,Sony,PS2,2005,Sports,Take-Two Interactive,0.72,0.56,0,0.19,1.48
